ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-02-25,1898.252554317505,1609.5881521103847,2508.780995436651,1898.252554317505,1898.252554317505,168.2708017558424,168.2708017558424,168.2708017558424,168.2708017558424,168.2708017558424,168.2708017558424,0.0,0.0,0.0,2066.5233560733473
2024-02-26,1894.9981717817427,1281.4415098044424,2149.2548602959437,1894.9981717817427,1894.9981717817427,-190.15030759345115,-190.15030759345115,-190.15030759345115,-190.15030759345115,-190.15030759345115,-190.15030759345115,0.0,0.0,0.0,1704.8478641882916
2024-02-27,1891.74378924598,1531.8153174901643,2389.6004823565877,1891.74378924598,1891.74378924598,76.4965847222893,76.4965847222893,76.4965847222893,76.4965847222893,76.4965847222893,76.4965847222893,0.0,0.0,0.0,1968.2403739682693
2024-02-28,1888.4894067521366,1538.2229064411713,2399.5487003879603,1888.4894067521366,1888.4894067521366,84.89416100509084,84.89416100509084,84.89416100509084,84.89416100509084,84.89416100509084,84.89416100509084,0.0,0.0,0.0,1973.3835677572274
2024-02-29,1885.2350242582934,1348.6649583225721,2215.187362002898,1885.2350242582934,1885.2350242582934,-79.75898537692531,-79.75898537692531,-79.75898537692531,-79.75898537692531,-79.75898537692531,-79.75898537692531,0.0,0.0,0.0,1805.4760388813681
2024-03-01,1881.98064176445,1375.2345858837655,2279.922706098371,1881.98064176445,1881.98064176445,-69.99523354361367,-69.99523354361367,-69.99523354361367,-69.99523354361367,-69.99523354361367,-69.99523354361367,0.0,0.0,0.0,1811.9854082208362
2024-03-02,1878.726259270607,1484.0383015459743,2341.165750390817,1878.726259270607,1878.726259270607,10.242979031393709,10.242979031393709,10.242979031393709,10.242979031393709,10.242979031393709,10.242979031393709,0.0,0.0,0.0,1888.9692383020008
2024-03-03,1875.4718767767638,1602.6677398655493,2477.95662523668,1875.4718767767638,1875.4718767767638,168.27080175572632,168.27080175572632,168.27080175572632,168.27080175572632,168.27080175572632,168.27080175572632,0.0,0.0,0.0,2043.7426785324901
2024-03-04,1872.2174942630422,1291.0369489207897,2142.079878178033,1872.2174942630422,1872.2174942630422,-190.15030759366786,-190.15030759366786,-190.15030759366786,-190.15030759366786,-190.15030759366786,-190.15030759366786,0.0,0.0,0.0,1682.0671866693745
2024-03-05,1868.9631117493204,1504.8632151333704,2383.048756647776,1868.9631117493204,1868.9631117493204,76.49658472184339,76.49658472184339,76.49658472184339,76.49658472184339,76.49658472184339,76.49658472184339,0.0,0.0,0.0,1945.4596964711639
